name,has_yaml,copies,description,kept_source_path,other_copy_paths
esbuild,yes,1,"esbuild bundling, plugins, and build optimization.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\esbuild\SKILL.md,
escalation-workflow,yes,1,Automated escalation path determination and workflow execution,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\customer-experience\skills\escalation-workflow\SKILL.md,
escrow-tracker,yes,1,"Tracks escrow releases, holdbacks, earnout milestones",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\venture-capital\skills\escrow-tracker\SKILL.md,
esg-scorer,yes,1,"ESG rating calculation based on environmental, social, governance metrics",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\venture-capital\skills\esg-scorer\SKILL.md,
eslint,yes,1,"ESLint configuration, custom rules, and plugin development.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\eslint\SKILL.md,
ethical-framework-application,yes,1,"Apply multiple ethical frameworks (deontological, consequentialist, virtue ethics, care ethics) systematically to moral problems and generate reasoned recommendations",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\philosophy\skills\ethical-framework-application\SKILL.md,
ethnographic-coding-thematics,yes,1,"Code qualitative field data, identify emergent themes, and develop grounded interpretations using NVivo/Atlas.ti methodologies",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\humanities\skills\ethnographic-coding-thematics\SKILL.md,
ethnographic-research,yes,1,"Conduct participant observation, fieldwork, immersion, and thick description documentation in diverse cultural settings",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\social-sciences\skills\ethnographic-research\SKILL.md,
etl-pipeline-builder,yes,1,"Build and manage ETL pipelines for data migration with transformation, CDC, and monitoring",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\code-migration-modernization\skills\etl-pipeline-builder\SKILL.md,
eu-mdr-gspr-mapper,yes,1,EU MDR General Safety and Performance Requirements (GSPR) mapping and compliance documentation skill,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\biomedical-engineering\skills\eu-mdr-gspr-mapper\SKILL.md,
ev-certificate-validator,yes,1,Validate EV code signing certificate chain and timestamp for Windows SmartScreen,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\desktop-development\skills\ev-certificate-validator\SKILL.md,
eva-skill,yes,1,Submit compact EVA REST requests for species metadata and archived variant lookups. Use when a user wants concise European Variation Archive summaries,C:\Users\Treml\.codex\.tmp\plugins\plugins\life-science-research\skills\eva-skill\SKILL.md,
eval-harness,yes,1,"Evaluation harness for testing agent and skill quality through structured benchmarks, regression tests, and quality scoring.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\everything-claude-code\skills\eval-harness\SKILL.md,
evaluate-plugin,yes,1,"Evaluate a local Codex plugin in engineer-friendly language. Use when the user says ""evaluate this plugin"", ""audit this plugin"", ""why did this score that way"", ""what should I fix first"", ""help me benchmark this plugin"", or asks for a plugin-wide report before comparing versions.",C:\Users\Treml\.codex\.tmp\plugins\plugins\plugin-eval\skills\evaluate-plugin\SKILL.md,
evaluate-skill,yes,1,"Evaluate a local Codex skill in engineer-friendly terms. Use when the user says ""evaluate this skill"", ""give me an analysis of the game dev skill"", ""audit this skill"", ""why did this score that way"", ""what should I fix first"", or asks for a skill-specific report before benchmarking it.",C:\Users\Treml\.codex\.tmp\plugins\plugins\plugin-eval\skills\evaluate-skill\SKILL.md,
event-loop,yes,1,Expert skill for high-performance event-driven I/O programming and optimization,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\network-programming\skills\event-loop\SKILL.md,
event-sourcing-migrator,yes,1,"Migrate to event-sourcing architecture with event extraction, store setup, and CQRS implementation",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\code-migration-modernization\skills\event-sourcing-migrator\SKILL.md,
evidence-justification-assessment,yes,1,"Evaluate epistemic warrant, assess evidence quality and relevance, apply epistemic standards appropriate to different domains, and identify sources of knowledge",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\philosophy\skills\evidence-justification-assessment\SKILL.md,
evidently-drift-detector,yes,1,"Evidently AI skill for data drift detection, model performance monitoring, target drift analysis, and automated reporting for ML systems in production.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\data-science-ml\skills\evidently-drift-detector\SKILL.md,
evm-analysis,yes,1,"Deep EVM bytecode analysis and decompilation capabilities for smart contract security, gas optimization, and reverse engineering. Provides tools for analyzing opcodes, storage layouts, proxy patterns, and bytecode verification.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cryptography-blockchain\skills\evm-analysis\SKILL.md,
evm-calculator,yes,1,Automated calculation of all earned value metrics and forecasts,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\project-management\skills\evm-calculator\SKILL.md,
example-command,yes,1,An example user-invoked skill that demonstrates frontmatter options and the skills/<name>/SKILL.md layout,C:\Users\Treml\.claude\plugins\marketplaces\claude-plugins-official\plugins\example-plugin\skills\example-command\SKILL.md,
example-skill,yes,1,"This skill should be used when the user asks to ""demonstrate skills"", ""show skill format"", ""create a skill template"", or discusses skill development patterns. Provides a reference template for creating Claude Code plugin skills.",C:\Users\Treml\.claude\plugins\marketplaces\claude-plugins-official\plugins\example-plugin\skills\example-skill\SKILL.md,
executing-plans,yes,1,Use when you have a written implementation plan to execute in a separate session with review checkpoints,C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\superpowers\5.1.0\skills\executing-plans\SKILL.md,
executing-plans,yes,1,Use when you have a written implementation plan to execute in a separate session with review checkpoints between batches.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\superpowers\skills\executing-plans\SKILL.md,
executing-plans,yes,2,Use when you have a written implementation plan to execute in a separate session with review checkpoints,C:\Users\Treml\.codex\.tmp\plugins\plugins\superpowers\skills\executing-plans\SKILL.md,C:\Users\Treml\.codex\plugins\cache\openai-curated\superpowers\1b89ff49\skills\executing-plans\SKILL.md
exhibition-design,yes,1,"Plan and design exhibition layouts including spatial arrangement, object placement, lighting, graphics, and visitor flow optimization for diverse audiences",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\arts-culture\skills\exhibition-design\SKILL.md,
exit-analysis,yes,1,Analyze exit interview data and identify retention insights and patterns,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\human-resources\skills\exit-analysis\SKILL.md,
exit-readiness-scorer,yes,1,"Scores company readiness across financial, operational, governance dimensions",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\venture-capital\skills\exit-readiness-scorer\SKILL.md,
experiment-planner-doe,yes,1,Design of Experiments skill for systematic optimization of nanomaterial synthesis and processing,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\nanotechnology\skills\experiment-planner-doe\SKILL.md,
expo-api-routes,yes,1,Guidelines for creating API routes in Expo Router with EAS Hosting,C:\Users\Treml\.codex\.tmp\plugins\plugins\expo\skills\expo-api-routes\SKILL.md,
expo-cicd-workflows,yes,1,"Helps understand and write EAS workflow YAML files for Expo projects. Use this skill when the user asks about CI/CD or workflows in an Expo or EAS context, mentions .eas/workflows/, or wants help with EAS build pipelines or deployment automation.",C:\Users\Treml\.codex\.tmp\plugins\plugins\expo\skills\expo-cicd-workflows\SKILL.md,
expo-deployment,yes,1,"Deploying Expo apps to iOS App Store, Android Play Store, web hosting, and API routes",C:\Users\Treml\.codex\.tmp\plugins\plugins\expo\skills\expo-deployment\SKILL.md,
expo-dev-client,yes,1,Build and distribute Expo development clients locally or via TestFlight,C:\Users\Treml\.codex\.tmp\plugins\plugins\expo\skills\expo-dev-client\SKILL.md,
expo-module,yes,1,"Guide for writing Expo native modules and views using the Expo Modules API (Swift, Kotlin, TypeScript). Covers module definition DSL, native views, shared objects, config plugins, lifecycle hooks, autolinking, and type system. Use when building or modifying native modules for Expo.",C:\Users\Treml\.codex\.tmp\plugins\plugins\expo\skills\expo-module\SKILL.md,
expo-tailwind-setup,yes,1,Set up Tailwind CSS v4 in Expo with react-native-css and NativeWind v5 for universal styling,C:\Users\Treml\.codex\.tmp\plugins\plugins\expo\skills\expo-tailwind-setup\SKILL.md,
expo-ui-jetpack-compose,yes,1,`@expo/ui/jetpack-compose` package lets you use Jetpack Compose Views and modifiers in your app.,C:\Users\Treml\.codex\.tmp\plugins\plugins\expo\skills\expo-ui-jetpack-compose\SKILL.md,
expo-ui-swift-ui,yes,1,`@expo/ui/swift-ui` package lets you use SwiftUI Views and modifiers in your app.,C:\Users\Treml\.codex\.tmp\plugins\plugins\expo\skills\expo-ui-swift-ui\SKILL.md,
express,yes,1,"Express.js middleware patterns, routing, error handling, security, and production best practices.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\express\SKILL.md,
external-tool-coordination,yes,1,"Coordinate external AI tool integration (OpenAI Codex, Google Gemini) for cross-model adversarial review and delegated implementation.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\metaswarm\skills\external-tool-coordination\SKILL.md,
extractables-leachables-analyzer,yes,1,E&L study design and data analysis skill for chemical characterization of medical devices,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\biomedical-engineering\skills\extractables-leachables-analyzer\SKILL.md,
facial-animation,yes,1,Facial animation skill for blend shapes and lip sync.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\facial-animation\SKILL.md,
facilitation-workshop-delivery,yes,1,Design and facilitate engaging professional development workshops using adult learning principles and active learning strategies,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\education\skills\facilitation-workshop-delivery\SKILL.md,
facility-layout-optimizer,yes,1,Facility layout optimization skill for material flow minimization and space utilization.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\industrial-engineering\skills\facility-layout-optimizer\SKILL.md,
